off rel,off artifact,D3FEND Tactic,D3FEND Technique,def rel,def artifact
executes,Executable File,Deceive,Decoy File,spoofs,File
executes,Executable File,Detect,Emulated File Analysis,analyzes,Executable File
invokes,Create Process,Detect,Process Spawn Analysis,analyzes,Create Process
executes,Executable File,Detect,Dynamic Analysis,analyzes,Executable File
invokes,Create Process,Detect,System Call Analysis,analyzes,System Call
executes,Executable File,Evict,File Removal,deletes,File
modifies,Operating System Configuration File,Harden,Local File Permissions,restricts,File
modifies,Operating System Configuration File,Harden,File Encryption,encrypts,File
creates,System Configuration Database,Harden,System Configuration Permissions,restricts,System Configuration Database
executes,Executable File,Isolate,Executable Allowlisting,blocks,Executable File
invokes,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
executes,Executable File,Isolate,Executable Denylisting,blocks,Executable File
creates,System Configuration Database,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-modify,System Configuration Database Record,Model,Configuration Inventory,inventories,Configuration Resource
creates,System Configuration Database,Model,Data Inventory,inventories,Database
modifies,Access Control Configuration,Model,Network Traffic Policy Mapping,maps,Access Control Configuration
modifies,Access Control Configuration,Model,Access Modeling,maps,Access Control Configuration
modifies,Operating System Configuration File,Detect,File Analysis,analyzes,File
modifies,Operating System Configuration File,Detect,System File Analysis,analyzes,Operating System File
invokes,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
invokes,System Call,Isolate,System Call Filtering,filters,System Call
executes,Executable File,Deceive,Decoy File,spoofs,File
executes,Executable File,Detect,Dynamic Analysis,analyzes,Executable File
invokes,Create Process,Detect,System Call Analysis,analyzes,System Call
invokes,Create Process,Detect,Process Spawn Analysis,analyzes,Create Process
executes,Executable File,Detect,Emulated File Analysis,analyzes,Executable File
executes,Executable File,Evict,File Removal,deletes,File
executes,Executable File,Harden,File Encryption,encrypts,File
executes,Executable File,Harden,Local File Permissions,restricts,File
executes,Executable File,Isolate,Executable Allowlisting,blocks,Executable File
invokes,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
invokes,Create Process,Isolate,Executable Denylisting,restricts,Create Process
executes,Executable File,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-modify,System Configuration Database Record,Model,Configuration Inventory,inventories,Configuration Resource
executes,Executable File,Detect,File Analysis,analyzes,File
invokes,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
invokes,Create Process,Isolate,System Call Filtering,filters,System Call
no defensive relations yet,,,,,
creates,Domain User Account,Detect,Domain Account Monitoring,monitors,Domain User Account
creates,Domain User Account,Evict,Account Locking,disables,User Account
creates,Domain User Account,Harden,Strong Password Policy,strengthens,User Account
creates,Domain User Account,Harden,User Account Permissions,restricts,User Account
creates,Domain User Account,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
creates,Domain User Account,Harden,Biometric Authentication,authenticates,User Account
creates,Domain User Account,Harden,Multi-factor Authentication,authenticates,User Account
creates,Domain User Account,Harden,One-time Password,authenticates,User Account
creates,Domain User Account,Model,Access Modeling,maps,User Account
no defensive relations yet,,,,,
no defensive relations yet,,,,,
may-transfer,Certificate File,Deceive,Decoy File,spoofs,File
produces,Outbound Internet File Transfer Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
may-transfer,Certificate File,Detect,Certificate Analysis,analyzes,Certificate File
produces,Outbound Internet Network Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Outbound Internet DNS Lookup Traffic,Detect,Relay Pattern Analysis,analyzes,Outbound Internet Network Traffic
produces,Outbound Internet DNS Lookup Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Outbound Internet File Transfer Traffic,Detect,File Carving,analyzes,File Transfer Network Traffic
produces,Outbound Internet DNS Lookup Traffic,Detect,DNS Traffic Analysis,analyzes,Outbound Internet DNS Lookup Traffic
produces,Outbound Internet Network Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
may-transfer,Certificate File,Evict,File Removal,deletes,File
may-transfer,Certificate File,Harden,File Encryption,encrypts,File
may-transfer,Certificate File,Harden,Local File Permissions,restricts,File
produces,Outbound Internet DNS Lookup Traffic,Isolate,DNS Allowlisting,blocks,Outbound Internet DNS Lookup Traffic
produces,Outbound Internet File Transfer Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
produces,Outbound Internet DNS Lookup Traffic,Isolate,DNS Denylisting,blocks,DNS Network Traffic
produces,Outbound Internet Network Traffic,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-transfer,Certificate File,Detect,File Analysis,analyzes,File
produces,Outbound Internet Web Traffic,Isolate,Outbound Traffic Filtering,filters,Outbound Network Traffic
produces,Outbound Internet DNS Lookup Traffic,Isolate,Reverse Resolution IP Denylisting,blocks,Outbound Internet DNS Lookup Traffic
produces,Outbound Internet DNS Lookup Traffic,Isolate,Forward Resolution Domain Denylisting,blocks,Outbound Internet DNS Lookup Traffic
produces,Outbound Internet Web Traffic,Detect,Relay Pattern Analysis,analyzes,Outbound Internet Network Traffic
may-transfer,Certificate File,Detect,Certificate Analysis,analyzes,Certificate File
produces,Outbound Internet Web Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
may-transfer,Certificate File,Deceive,Decoy File,spoofs,File
may-transfer,Certificate File,Evict,File Removal,deletes,File
may-transfer,Certificate File,Harden,Local File Permissions,restricts,File
may-transfer,Certificate File,Harden,File Encryption,encrypts,File
may-transfer,Certificate File,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
produces,Outbound Internet Web Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
may-transfer,Certificate File,Detect,File Analysis,analyzes,File
produces,Outbound Internet Web Traffic,Isolate,Outbound Traffic Filtering,filters,Outbound Network Traffic
creates,Custom Archive File,Evict,File Removal,deletes,File
creates,Custom Archive File,Harden,File Encryption,encrypts,File
creates,Custom Archive File,Harden,Local File Permissions,restricts,File
creates,Archive File,Deceive,Decoy File,spoofs,File
creates,Archive File,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
creates,Custom Archive File,Detect,File Analysis,analyzes,File
creates,Archive File,Deceive,Decoy File,spoofs,File
creates,Archive File,Evict,File Removal,deletes,File
creates,Archive File,Harden,File Encryption,encrypts,File
creates,Archive File,Harden,Local File Permissions,restricts,File
creates,Archive File,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
creates,Archive File,Detect,File Analysis,analyzes,File
may-create,Shared Library File,Deceive,Decoy File,spoofs,File
may-modify,User Startup Script File,Detect,Emulated File Analysis,analyzes,Executable File
may-modify,User Startup Script File,Detect,Dynamic Analysis,analyzes,Executable File
may-modify,User Startup Script File,Evict,File Removal,deletes,File
may-modify,Symbolic Link,Harden,Local File Permissions,restricts,File
may-modify,Symbolic Link,Harden,File Encryption,encrypts,File
modifies,System Service Software,Harden,Software Update,updates,Software
may-modify,User Startup Script File,Isolate,Executable Allowlisting,blocks,Executable File
may-modify,User Startup Script File,Isolate,Executable Denylisting,blocks,Executable File
modifies,User Logon Init Resource,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
modifies,System Service Software,Model,Software Inventory,inventories,Software
modifies,System Configuration Database Record,Model,Configuration Inventory,inventories,Configuration Resource
may-modify,Symbolic Link,Detect,File Analysis,analyzes,File
may-modify,System Configuration Init Database Record,Detect,System Init Config Analysis,analyzes,System Init Configuration
may-modify,User Startup Script File,Deceive,Decoy File,spoofs,File
may-modify,User Startup Script File,Detect,Dynamic Analysis,analyzes,Executable File
may-modify,User Startup Script File,Harden,Local File Permissions,restricts,File
may-modify,User Startup Script File,Harden,File Encryption,encrypts,File
may-modify,User Startup Script File,Detect,Emulated File Analysis,analyzes,Executable File
may-modify,User Startup Script File,Isolate,Executable Denylisting,blocks,Executable File
may-modify,User Startup Script File,Isolate,Executable Allowlisting,blocks,Executable File
may-modify,User Startup Script File,Evict,File Removal,deletes,File
may-modify,System Configuration Init Database Record,Model,Configuration Inventory,inventories,Configuration Resource
may-modify,System Configuration Init Database Record,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-modify,User Startup Script File,Detect,File Analysis,analyzes,File
may-modify,System Configuration Init Database Record,Detect,System Init Config Analysis,analyzes,System Init Configuration
executes,Executable Script,Detect,Dynamic Analysis,analyzes,Executable File
executes,Executable Script,Detect,Emulated File Analysis,analyzes,Executable File
executes,Executable Script,Evict,File Removal,deletes,File
executes,Executable Script,Deceive,Decoy File,spoofs,File
executes,Executable Script,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
executes,Executable Script,Harden,File Encryption,encrypts,File
executes,Executable Script,Isolate,Executable Denylisting,blocks,Executable File
executes,Executable Script,Isolate,Executable Allowlisting,blocks,Executable File
executes,Executable Script,Harden,Local File Permissions,restricts,File
executes,Executable Script,Detect,File Analysis,analyzes,File
executes,Executable Script,Deceive,Decoy File,spoofs,File
executes,Executable Script,Detect,Dynamic Analysis,analyzes,Executable File
executes,Executable Script,Detect,Emulated File Analysis,analyzes,Executable File
executes,Executable Script,Evict,File Removal,deletes,File
executes,Executable Script,Harden,File Encryption,encrypts,File
executes,Executable Script,Harden,Local File Permissions,restricts,File
executes,Executable Script,Isolate,Executable Allowlisting,blocks,Executable File
executes,Executable Script,Isolate,Executable Denylisting,blocks,Executable File
executes,Executable Script,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
executes,Executable Script,Detect,File Analysis,analyzes,File
executes,Executable Script,Deceive,Decoy File,spoofs,File
executes,Executable Script,Detect,Dynamic Analysis,analyzes,Executable File
executes,Executable Script,Detect,Emulated File Analysis,analyzes,Executable File
executes,Executable Script,Evict,File Removal,deletes,File
executes,Executable Script,Harden,File Encryption,encrypts,File
executes,Executable Script,Harden,Local File Permissions,restricts,File
executes,Executable Script,Isolate,Executable Allowlisting,blocks,Executable File
executes,Executable Script,Isolate,Executable Denylisting,blocks,Executable File
executes,Executable Script,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
executes,Executable Script,Detect,File Analysis,analyzes,File
executes,Executable Script,Deceive,Decoy File,spoofs,File
executes,Executable Script,Detect,Dynamic Analysis,analyzes,Executable File
executes,Executable Script,Detect,Emulated File Analysis,analyzes,Executable File
executes,Executable Script,Evict,File Removal,deletes,File
executes,Executable Script,Harden,File Encryption,encrypts,File
executes,Executable Script,Harden,Local File Permissions,restricts,File
executes,Executable Script,Isolate,Executable Allowlisting,blocks,Executable File
executes,Executable Script,Isolate,Executable Denylisting,blocks,Executable File
executes,Executable Script,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
executes,Executable Script,Detect,File Analysis,analyzes,File
executes,Executable Script,Deceive,Decoy File,spoofs,File
executes,Executable Script,Detect,Dynamic Analysis,analyzes,Executable File
executes,Executable Script,Detect,Emulated File Analysis,analyzes,Executable File
executes,Executable Script,Evict,File Removal,deletes,File
executes,Executable Script,Harden,File Encryption,encrypts,File
executes,Executable Script,Harden,Local File Permissions,restricts,File
executes,Executable Script,Isolate,Executable Allowlisting,blocks,Executable File
executes,Executable Script,Isolate,Executable Denylisting,blocks,Executable File
executes,Executable Script,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
executes,Executable Script,Detect,File Analysis,analyzes,File
executes,Executable Script,Deceive,Decoy File,spoofs,File
executes,Executable Script,Detect,Dynamic Analysis,analyzes,Executable File
executes,Executable Script,Detect,Emulated File Analysis,analyzes,Executable File
executes,Executable Script,Evict,File Removal,deletes,File
executes,Executable Script,Harden,File Encryption,encrypts,File
executes,Executable Script,Harden,Local File Permissions,restricts,File
executes,Executable Script,Isolate,Executable Allowlisting,blocks,Executable File
executes,Executable Script,Isolate,Executable Denylisting,blocks,Executable File
executes,Executable Script,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
executes,Executable Script,Detect,File Analysis,analyzes,File
accesses,Database File,Deceive,Decoy File,spoofs,File
may-invoke,Read File,Detect,System Call Analysis,analyzes,System Call
accesses,Database File,Evict,File Removal,deletes,File
accesses,Database File,Harden,Local File Permissions,restricts,File
accesses,Database File,Harden,File Encryption,encrypts,File
accesses,MacOS Keychain,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
accesses,MacOS Keychain,Model,Data Inventory,inventories,Database
may-invoke,Read File,Isolate,System Call Filtering,filters,System Call
accesses,Database File,Detect,File Analysis,analyzes,File
accesses,Database File,Deceive,Decoy File,spoofs,File
may-invoke,Read File,Detect,System Call Analysis,analyzes,System Call
accesses,Database File,Harden,Local File Permissions,restricts,File
accesses,Database File,Harden,File Encryption,encrypts,File
accesses,Database File,Evict,File Removal,deletes,File
may-access,In-memory Password Store,Model,Data Inventory,inventories,Database
may-access,In-memory Password Store,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
accesses,Database File,Detect,File Analysis,analyzes,File
may-invoke,Read File,Isolate,System Call Filtering,filters,System Call
produces,Outbound Internet Network Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Relay Pattern Analysis,analyzes,Outbound Internet Network Traffic
produces,Outbound Internet Network Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
produces,Outbound Internet Network Traffic,Isolate,Outbound Traffic Filtering,filters,Outbound Network Traffic
produces,Outbound Internet Network Traffic,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
produces,Outbound Internet Network Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Relay Pattern Analysis,analyzes,Outbound Internet Network Traffic
produces,Outbound Internet Network Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
produces,Outbound Internet Network Traffic,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
produces,Outbound Internet Network Traffic,Isolate,Outbound Traffic Filtering,filters,Outbound Network Traffic
may-create,File,Deceive,Decoy File,spoofs,File
modifies,Network Resource,Deceive,Decoy Network Resource,spoofs,Network Resource
may-invoke,Create File,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-create,File,Harden,File Encryption,encrypts,File
may-create,File,Harden,Local File Permissions,restricts,File
may-create,File,Evict,File Removal,deletes,File
may-invoke,Create File,Detect,System Call Analysis,analyzes,System Call
may-create,File,Detect,File Analysis,analyzes,File
may-invoke,Create File,Detect,File Creation Analysis,analyzes,Create File
may-invoke,Create File,Isolate,System Call Filtering,filters,System Call
may-create,File,Deceive,Decoy File,spoofs,File
may-invoke,Create File,Detect,System Call Analysis,analyzes,System Call
may-create,File,Harden,Local File Permissions,restricts,File
reads,Resource,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-create,File,Evict,File Removal,deletes,File
may-create,File,Harden,File Encryption,encrypts,File
may-create,File,Detect,File Analysis,analyzes,File
may-invoke,Create File,Isolate,System Call Filtering,filters,System Call
may-invoke,Create File,Detect,File Creation Analysis,analyzes,Create File
may-add,Executable File,Detect,Dynamic Analysis,analyzes,Executable File
may-add,Executable File,Detect,Emulated File Analysis,analyzes,Executable File
may-add,Executable File,Deceive,Decoy File,spoofs,File
invokes,Create Process,Detect,Process Spawn Analysis,analyzes,Create Process
invokes,Create Process,Detect,System Call Analysis,analyzes,System Call
may-add,Executable File,Evict,File Removal,deletes,File
may-add,Executable File,Harden,File Encryption,encrypts,File
may-add,Executable File,Harden,Local File Permissions,restricts,File
invokes,Create Process,Isolate,Executable Denylisting,restricts,Create Process
may-add,Executable File,Isolate,Executable Allowlisting,blocks,Executable File
invokes,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
invokes,Create Process,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
invokes,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
invokes,Create Process,Isolate,System Call Filtering,filters,System Call
may-add,Executable File,Detect,File Analysis,analyzes,File
may-transfer,Certificate File,Deceive,Decoy File,spoofs,File
produces,Outbound Internet Encrypted Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
creates,Outbound Internet Encrypted Traffic,Detect,Relay Pattern Analysis,analyzes,Outbound Internet Network Traffic
creates,Outbound Internet Encrypted Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Outbound Internet Encrypted Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
may-transfer,Certificate File,Detect,Certificate Analysis,analyzes,Certificate File
creates,Outbound Internet Encrypted Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
creates,Outbound Internet Encrypted Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
may-transfer,Certificate File,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
creates,Outbound Internet Encrypted Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
creates,Outbound Internet Encrypted Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
may-transfer,Certificate File,Evict,File Removal,deletes,File
may-transfer,Certificate File,Harden,File Encryption,encrypts,File
may-transfer,Certificate File,Harden,Local File Permissions,restricts,File
may-transfer,Certificate File,Detect,File Analysis,analyzes,File
creates,Outbound Internet Encrypted Traffic,Isolate,Outbound Traffic Filtering,filters,Outbound Network Traffic
creates,Outbound Internet Encrypted Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
creates,Outbound Internet Encrypted Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
creates,Outbound Internet Encrypted Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
creates,Outbound Internet Encrypted Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
creates,Outbound Internet Encrypted Traffic,Detect,Relay Pattern Analysis,analyzes,Outbound Internet Network Traffic
creates,Outbound Internet Encrypted Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
creates,Outbound Internet Encrypted Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
creates,Outbound Internet Encrypted Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
creates,Outbound Internet Encrypted Traffic,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
creates,Outbound Internet Encrypted Traffic,Isolate,Outbound Traffic Filtering,filters,Outbound Network Traffic
produces,Internet Network Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Internet Network Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
may-transfer,Certificate File,Detect,Certificate Analysis,analyzes,Certificate File
produces,Internet Network Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
produces,Internet Network Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
may-transfer,Certificate File,Deceive,Decoy File,spoofs,File
produces,Internet Network Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
may-transfer,Certificate File,Evict,File Removal,deletes,File
may-transfer,Certificate File,Harden,File Encryption,encrypts,File
may-transfer,Certificate File,Harden,Local File Permissions,restricts,File
produces,Internet Network Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
may-transfer,Certificate File,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
produces,Internet Network Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
may-transfer,Certificate File,Detect,File Analysis,analyzes,File
produces,Inbound Internet Network Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
produces,Inbound Internet Network Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Inbound Internet Network Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Inbound Internet Network Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
injects,Database Query,Detect,Database Query String Analysis,analyzes,Database Query
produces,Inbound Internet Network Traffic,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
produces,Inbound Internet Network Traffic,Detect,Inbound Session Volume Analysis,analyzes,Inbound Internet Network Traffic
