off rel,off artifact,D3FEND Tactic,D3FEND Technique,def rel,def artifact
produces,Email,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
produces,Inbound Internet Mail Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
produces,Email,Evict,Email Removal,deletes,Email
produces,Inbound Internet Mail Traffic,Isolate,Inbound Traffic Filtering,filters,Inbound Network Traffic
produces,URL,Detect,Identifier Analysis,analyzes,Identifier
produces,Email,Detect,File Analysis,analyzes,File
produces,URL,Detect,URL Reputation Analysis,analyzes,URL
may-invoke,Create Process,Detect,Process Spawn Analysis,analyzes,Create Process
may-invoke,Create Process,Detect,System Call Analysis,analyzes,System Call
may-invoke,Create Process,Isolate,Executable Allowlisting,restricts,Create Process
may-invoke,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
may-invoke,Create Process,Isolate,Executable Denylisting,restricts,Create Process
may-invoke,Create Process,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-invoke,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
may-invoke,Get Running Processes,Isolate,System Call Filtering,filters,System Call
produces,Outbound Internet Encrypted Web Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Relay Pattern Analysis,analyzes,Outbound Internet Network Traffic
produces,Outbound Internet Network Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
produces,Intranet Network Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Intranet Network Traffic,Detect,Connection Attempt Analysis,analyzes,Intranet Network Traffic
produces,Intranet Network Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
produces,Outbound Internet Encrypted Web Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
produces,Intranet Network Traffic,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
produces,Outbound Internet Network Traffic,Isolate,Outbound Traffic Filtering,filters,Outbound Network Traffic
produces,Outbound Internet Network Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Relay Pattern Analysis,analyzes,Outbound Internet Network Traffic
produces,Outbound Internet Network Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Isolate,Outbound Traffic Filtering,filters,Outbound Network Traffic
produces,Outbound Internet Network Traffic,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
produces,Outbound Internet Network Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Relay Pattern Analysis,analyzes,Outbound Internet Network Traffic
produces,Outbound Internet Network Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Isolate,Outbound Traffic Filtering,filters,Outbound Network Traffic
produces,Outbound Internet Network Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
produces,Outbound Internet Network Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
produces,Outbound Internet Network Traffic,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
invokes,Create Process,Detect,System Call Analysis,analyzes,System Call
invokes,Create Process,Detect,Process Spawn Analysis,analyzes,Create Process
creates,Property List File,Deceive,Decoy File,spoofs,File
creates,Property List File,Harden,Local File Permissions,restricts,File
creates,Property List File,Harden,File Encryption,encrypts,File
invokes,Create Process,Isolate,Executable Allowlisting,restricts,Create Process
invokes,Create Process,Isolate,Executable Denylisting,restricts,Create Process
invokes,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
invokes,Create Process,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
creates,Property List File,Evict,File Removal,deletes,File
modifies,Task Schedule,Detect,Scheduled Job Analysis,analyzes,Task Schedule
creates,Property List File,Detect,File Analysis,analyzes,File
invokes,Create Process,Isolate,System Call Filtering,filters,System Call
invokes,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
modifies,Task Schedule,Detect,Scheduled Job Analysis,analyzes,Task Schedule
invokes,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
invokes,Create Process,Isolate,System Call Filtering,filters,System Call
invokes,Create Process,Detect,Process Spawn Analysis,analyzes,Create Process
invokes,Create Process,Detect,System Call Analysis,analyzes,System Call
invokes,Create Process,Isolate,Executable Allowlisting,restricts,Create Process
invokes,Create Process,Isolate,Executable Denylisting,restricts,Create Process
invokes,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
modifies,Task Schedule,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-invoke,Get Screen Capture,Isolate,System Call Filtering,filters,System Call
may-invoke,Get Screen Capture,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-invoke,Get Screen Capture,Detect,System Call Analysis,analyzes,System Call
may-invoke,Get Running Processes,Detect,System Call Analysis,analyzes,System Call
may-access,System Firewall Configuration,Model,Configuration Inventory,inventories,Configuration Resource
may-invoke,Get Running Processes,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-invoke,Get Running Processes,Isolate,System Call Filtering,filters,System Call
may-invoke,Get Running Processes,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-access,System Configuration Database Record,Model,Configuration Inventory,inventories,Configuration Resource
may-invoke,Get Running Processes,Detect,System Call Analysis,analyzes,System Call
may-invoke,Get Running Processes,Isolate,System Call Filtering,filters,System Call
may-produce,Network Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
may-produce,Network Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
may-produce,Network Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
may-produce,Network Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
may-produce,Network Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
loads,Shared Library File,Deceive,Decoy File,spoofs,File
may-produce,Network Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
invokes,Create Process,Detect,System Call Analysis,analyzes,System Call
invokes,Create Process,Detect,Process Spawn Analysis,analyzes,Create Process
loads,Shared Library File,Harden,File Encryption,encrypts,File
loads,Shared Library File,Harden,Local File Permissions,restricts,File
may-add,Software,Harden,Software Update,updates,Software
may-modify,System Configuration Database,Harden,System Configuration Permissions,restricts,System Configuration Database
loads,Shared Library File,Evict,File Removal,deletes,File
modifies,Process Segment,Harden,Process Segment Execution Prevention,neutralizes,Process Segment
modifies,Process Segment,Harden,Segment Address Offset Randomization,obfuscates,Process Segment
invokes,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
invokes,Create Process,Isolate,Executable Allowlisting,restricts,Create Process
invokes,Create Process,Isolate,Executable Denylisting,restricts,Create Process
may-produce,Network Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
invokes,Create Process,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-add,Software,Model,Software Inventory,inventories,Software
may-modify,System Configuration Database Record,Model,Configuration Inventory,inventories,Configuration Resource
may-modify,System Configuration Database,Model,Data Inventory,inventories,Database
loads,Shared Library File,Detect,File Analysis,analyzes,File
invokes,Create File,Detect,File Creation Analysis,analyzes,Create File
invokes,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
invokes,Create File,Isolate,System Call Filtering,filters,System Call
may-produce,Network Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
may-produce,Network Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
may-produce,Network Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
may-produce,Network Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
may-produce,Network Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
invokes,Create Process,Detect,Process Spawn Analysis,analyzes,Create Process
invokes,Create Process,Detect,System Call Analysis,analyzes,System Call
may-produce,Network Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
invokes,Create Process,Isolate,Executable Denylisting,restricts,Create Process
invokes,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
may-produce,Network Traffic,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-produce,Network Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
invokes,Create Process,Isolate,Executable Allowlisting,restricts,Create Process
invokes,Create Process,Isolate,System Call Filtering,filters,System Call
invokes,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
no defensive relations yet,,,,,
invokes,Create Process,Detect,System Call Analysis,analyzes,System Call
invokes,Create Process,Isolate,Executable Allowlisting,restricts,Create Process
invokes,Create Process,Isolate,Executable Denylisting,restricts,Create Process
loads,Shared Library File,Harden,File Encryption,encrypts,File
loads,Shared Library File,Harden,Local File Permissions,restricts,File
loads,Shared Library File,Deceive,Decoy File,spoofs,File
loads,Shared Library File,Evict,File Removal,deletes,File
invokes,Create Process,Detect,Process Spawn Analysis,analyzes,Create Process
invokes,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
invokes,Create Process,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
invokes,Create Process,Isolate,System Call Filtering,filters,System Call
invokes,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
loads,Shared Library File,Detect,File Analysis,analyzes,File
may-access,Decoy Artifact,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-access,Decoy Artifact,Deceive,Decoy Environment,manages,Decoy Artifact
may-invoke,Create Process,Detect,Process Spawn Analysis,analyzes,Create Process
may-invoke,Create Process,Detect,System Call Analysis,analyzes,System Call
may-invoke,Create Process,Isolate,System Call Filtering,filters,System Call
may-invoke,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
may-invoke,Create Process,Isolate,Executable Allowlisting,restricts,Create Process
may-invoke,Create Process,Isolate,Executable Denylisting,restricts,Create Process
may-invoke,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
may-invoke,Create Process,Detect,System Call Analysis,analyzes,System Call
may-invoke,Create Process,Detect,Process Spawn Analysis,analyzes,Create Process
may-execute,Executable Script,Deceive,Decoy File,spoofs,File
may-execute,Executable Script,Detect,Dynamic Analysis,analyzes,Executable File
may-execute,Executable Script,Detect,Emulated File Analysis,analyzes,Executable File
may-execute,Executable Script,Harden,File Encryption,encrypts,File
may-execute,Executable Script,Harden,Local File Permissions,restricts,File
may-execute,Executable Script,Evict,File Removal,deletes,File
may-invoke,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
may-execute,Executable Script,Isolate,Executable Denylisting,blocks,Executable File
may-invoke,Create Process,Isolate,Executable Allowlisting,restricts,Create Process
may-invoke,Create Process,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-execute,Executable Script,Detect,File Analysis,analyzes,File
may-invoke,Create Process,Isolate,System Call Filtering,filters,System Call
may-invoke,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
may-invoke,Get Open Sockets,Detect,System Call Analysis,analyzes,System Call
may-invoke,Get Open Sockets,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-invoke,Get Open Sockets,Isolate,System Call Filtering,filters,System Call
may-invoke,Copy Token,Detect,System Call Analysis,analyzes,System Call
may-access,Directory Service,Detect,Process Spawn Analysis,analyzes,Process
may-access,Directory Service,Detect,Process Self-Modification Detection,analyzes,Process
may-access,Password File,Deceive,Decoy File,spoofs,File
may-access,Password File,Evict,File Removal,deletes,File
may-access,Directory Service,Evict,Process Termination,terminates,Process
may-access,Directory Service,Evict,Process Suspension,suspends,Process
may-invoke,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
may-invoke,Create Process,Isolate,Executable Allowlisting,restricts,Create Process
may-invoke,Create Process,Isolate,Executable Denylisting,restricts,Create Process
may-access,Password File,Harden,Local File Permissions,restricts,File
may-access,Password File,Harden,File Encryption,encrypts,File
may-access,Process Segment,Harden,Process Segment Execution Prevention,neutralizes,Process Segment
may-access,Process Segment,Harden,Segment Address Offset Randomization,obfuscates,Process Segment
may-access,Password File,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-access,Directory Service,Harden,Domain Trust Policy,restricts,Directory Service
may-access,Password File,Model,Data Inventory,inventories,Database
may-access,Password File,Detect,File Analysis,analyzes,File
may-access,Directory Service,Detect,Process Lineage Analysis,analyzes,Process
may-invoke,Create Process,Isolate,System Call Filtering,filters,System Call
may-invoke,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
accesses,Credential,Detect,Credential Compromise Scope Analysis,analyzes,Credential
accesses,Credential,Evict,Authentication Cache Invalidation,deletes,Credential
accesses,Credential,Evict,Credential Revoking,deletes,Credential
accesses,File,Evict,File Removal,deletes,File
accesses,File,Harden,Local File Permissions,restricts,File
accesses,System Configuration Database,Harden,System Configuration Permissions,restricts,System Configuration Database
accesses,File,Harden,File Encryption,encrypts,File
accesses,Group Policy,Model,Configuration Inventory,inventories,Configuration Resource
accesses,Cloud Instance Metadata,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
accesses,Credential,Harden,Credential Transmission Scoping,restricts,Credential
accesses,Credential,Harden,Credential Rotation,regenerates,Credential
accesses,Credential,Deceive,Decoy User Credential,spoofs,Credential
accesses,File,Deceive,Decoy File,spoofs,File
accesses,System Configuration Database,Model,Data Inventory,inventories,Database
accesses,Group Policy,Model,Access Modeling,maps,Access Control Configuration
accesses,Group Policy,Model,Network Traffic Policy Mapping,maps,Access Control Configuration
accesses,Command History Log File,Detect,File Analysis,analyzes,File
accesses,File,Harden,Local File Permissions,restricts,File
accesses,File,Harden,File Encryption,encrypts,File
accesses,File,Evict,File Removal,deletes,File
accesses,File,Deceive,Decoy File,spoofs,File
accesses,File,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
accesses,Credential,Deceive,Decoy User Credential,spoofs,Credential
accesses,Credential,Detect,Credential Compromise Scope Analysis,analyzes,Credential
accesses,Credential,Evict,Authentication Cache Invalidation,deletes,Credential
accesses,Credential,Evict,Credential Revoking,deletes,Credential
accesses,Credential,Harden,Credential Transmission Scoping,restricts,Credential
accesses,Credential,Harden,Credential Rotation,regenerates,Credential
accesses,File,Detect,File Analysis,analyzes,File
produces,Outbound Internet Web Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Relay Pattern Analysis,analyzes,Outbound Internet Network Traffic
produces,Outbound Internet Web Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
executes,Executable File,Deceive,Decoy File,spoofs,File
produces,Outbound Internet Web Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
executes,Executable File,Detect,Dynamic Analysis,analyzes,Executable File
executes,Executable File,Detect,Emulated File Analysis,analyzes,Executable File
executes,Executable File,Harden,File Encryption,encrypts,File
executes,Executable File,Harden,Local File Permissions,restricts,File
accesses,URL,Detect,Homoglyph Detection,analyzes,URL
accesses,URL,Detect,URL Analysis,analyzes,URL
produces,Outbound Internet Web Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
accesses,URL,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
executes,Executable File,Evict,File Removal,deletes,File
executes,Executable File,Isolate,Executable Allowlisting,blocks,Executable File
executes,Executable File,Isolate,Executable Denylisting,blocks,Executable File
produces,Outbound Internet Web Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
accesses,URL,Detect,Identifier Analysis,analyzes,Identifier
executes,Executable File,Detect,File Analysis,analyzes,File
accesses,URL,Detect,URL Reputation Analysis,analyzes,URL
produces,Outbound Internet Web Traffic,Isolate,Outbound Traffic Filtering,filters,Outbound Network Traffic
produces,Outbound Internet Web Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Relay Pattern Analysis,analyzes,Outbound Internet Network Traffic
accesses,URL,Detect,Homoglyph Detection,analyzes,URL
accesses,URL,Detect,URL Analysis,analyzes,URL
produces,Outbound Internet Web Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
accesses,URL,Detect,URL Reputation Analysis,analyzes,URL
produces,Outbound Internet Web Traffic,Isolate,Outbound Traffic Filtering,filters,Outbound Network Traffic
accesses,URL,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
accesses,URL,Detect,Identifier Analysis,analyzes,Identifier
executes,Executable File,Isolate,Executable Allowlisting,blocks,Executable File
executes,Executable File,Isolate,Executable Denylisting,blocks,Executable File
executes,Executable File,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
executes,Executable File,Deceive,Decoy File,spoofs,File
executes,Executable File,Detect,Emulated File Analysis,analyzes,Executable File
executes,Executable File,Detect,Dynamic Analysis,analyzes,Executable File
executes,Executable File,Harden,File Encryption,encrypts,File
executes,Executable File,Harden,Local File Permissions,restricts,File
executes,Executable File,Detect,File Analysis,analyzes,File
executes,Executable File,Evict,File Removal,deletes,File
produces,Outbound Internet Web Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Isolate,Outbound Traffic Filtering,filters,Outbound Network Traffic
produces,Outbound Internet Web Traffic,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
produces,Outbound Internet Web Traffic,Detect,Relay Pattern Analysis,analyzes,Outbound Internet Network Traffic
produces,Outbound Internet Web Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,Relay Pattern Analysis,analyzes,Outbound Internet Network Traffic
produces,Outbound Internet Web Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
produces,Outbound Internet Web Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
produces,Outbound Internet Web Traffic,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
produces,Outbound Internet Web Traffic,Isolate,Outbound Traffic Filtering,filters,Outbound Network Traffic
may-create,Intranet Administrative Network Traffic,Detect,Connection Attempt Analysis,analyzes,Intranet Network Traffic
may-create,Intranet Administrative Network Traffic,Detect,Protocol Metadata Anomaly Detection,analyzes,Network Traffic
may-create,Intranet Administrative Network Traffic,Detect,Remote Terminal Session Detection,analyzes,Network Traffic
may-create,Intranet Administrative Network Traffic,Detect,Network Traffic Community Deviation,analyzes,Network Traffic
may-create,Intranet Administrative Network Traffic,Detect,Per Host Download-Upload Ratio Analysis,analyzes,Network Traffic
may-create,Intranet Administrative Network Traffic,Detect,Administrative Network Activity Analysis,analyzes,Intranet Administrative Network Traffic
may-create,Intranet Administrative Network Traffic,Detect,Client-server Payload Profiling,analyzes,Network Traffic
may-create,Intranet Administrative Network Traffic,Detect,User Geolocation Logon Pattern Analysis,analyzes,Network Traffic
may-invoke,Create Process,Detect,Process Spawn Analysis,analyzes,Create Process
may-invoke,Create Process,Detect,System Call Analysis,analyzes,System Call
may-invoke,Create Process,Isolate,Hardware-based Process Isolation,restricts,Create Process
may-invoke,Create Process,Isolate,Executable Allowlisting,restricts,Create Process
may-invoke,Create Process,Isolate,Executable Denylisting,restricts,Create Process
may-create,Intranet Administrative Network Traffic,Isolate,Network Traffic Filtering,filters,Network Traffic
may-invoke,Create Process,Model,Asset Vulnerability Enumeration,evaluates,Digital Artifact
may-invoke,Create Process,Isolate,Mandatory Access Control,restricts,Create Process
may-invoke,Create Process,Isolate,System Call Filtering,filters,System Call